,bathrooms,bedrooms,latitude,longitude,price,num_photos,num_features,num_description_words,created_year,created_month,created_day,manager_id
115778,1.0,1,40.7677,-73.9616,3660,6,5,104,2016,4,14,0f57223e3bbd5222d9881a442aba0d03
115780,1.0,2,40.7464,-73.9777,3195,5,3,148,2016,4,8,8b16f9fa62ad87984248576c98c26299
115781,1.0,0,40.7575,-73.9626,2632,5,8,67,2016,4,3,11c00e995d6b314daa729b6ab9b9112c
115782,1.0,0,40.6887,-73.9851,2400,13,11,134,2016,4,15,c76c699bbebafa044318cc4242de71b8
115783,2.5,3,40.7621,-73.9956,7575,6,11,59,2016,4,2,a5b9c4d7d495b085331f45ac21a34369
115785,1.0,3,40.8388,-73.9454,2385,9,3,22,2016,4,6,c1a6598437b7db560cde66e5a297a53f
115786,1.0,1,40.7701,-73.9529,2500,5,1,60,2016,4,9,97737aae985e3fe83edebbdb53bd7bc5
115787,1.0,1,40.7985,-73.9631,2045,4,1,98,2016,4,9,699c325b818541f314b691b76f3238d7
115789,1.0,2,40.7056,-74.0162,2760,5,11,170,2016,4,9,3d46c1ae1988d7ce646081408c421675
115790,2.0,3,40.7562,-73.9968,5500,4,4,112,2016,4,22,d2bce61e0e0079ebdc8c281e415e045b
115793,2.0,2,40.7642,-73.9243,2495,8,3,51,2016,4,10,860769c49aadbc9dda267bc9a80d2eda
115794,1.0,2,40.7092,-74.0126,3330,6,7,89,2016,4,18,045f9f5708f6896535892b85a81d8151
115797,1.0,1,40.7398,-73.998,2550,3,3,265,2016,4,16,614d589dc9b706652ebc2f86d31e19ba
115798,1.0,2,40.7895,-73.949,2995,4,6,76,2016,4,20,7b392b11d691f65a71e58a3f76aaf04e
11580,1.0,0,40.7074,-74.0069,2920,6,4,210,2016,6,10,5c50a37609dd7e7863d1afee5da184a6
115800,1.0,0,40.7669,-73.9344,2062,8,15,308,2016,4,11,501b52559fd21b32808030a0f4fb1a26
115801,1.0,2,40.7903,-74.2034,1800,1,1,23,2016,4,12,7efb139d6df9fc594c4db6ca96b8a1e7
115804,1.0,2,40.7706,-73.9522,3200,6,0,49,2016,4,23,81b7ada1380b6c296ffaf8c6f3b98bd2
115807,1.0,0,40.6878,-73.9792,2495,6,6,185,2016,4,20,501b52559fd21b32808030a0f4fb1a26
115809,1.0,1,40.7705,-73.9834,3500,4,6,106,2016,4,19,e1203c13e2cbd3c1b4b8824aa562ee3e
11581,1.0,1,40.7775,-73.9458,2400,4,6,105,2016,6,22,24e97efd60ebc044c1817e6c12598527
115814,1.0,0,40.7033,-74.014,2525,5,7,80,2016,4,7,d12f4c3b61d726c5b7f74ffda19ad9ce
115815,1.0,3,40.722,-73.9837,4699,6,3,100,2016,4,23,35dc123b6f5f9ea6d7b755f21b9c3585
115816,1.0,3,40.7399,-73.9864,5200,0,2,2,2016,4,9,b7d47bd380dfa895743156ba36df649f
115817,1.0,2,40.7521,-73.9689,3400,10,6,171,2016,4,7,fd960446d2a41002d3b36f25740157ca
115818,1.0,1,40.7695,-73.9511,3020,7,12,150,2016,4,18,9df32cb8dda19d3222d66e69e258616b
11582,1.0,2,40.7084,-74.0151,2775,8,14,217,2016,6,3,35f11f952ba96803a9d9e23e83e7f972
115820,1.0,4,40.7669,-73.9887,4895,6,6,146,2016,4,29,6801b94dbe807908f42ccce4e46a806e
115822,2.0,2,40.7751,-73.9886,6080,4,5,117,2016,4,25,486286a46249f3af3a42419ffffee7a6
115823,1.0,2,40.7439,-73.9743,3000,5,11,162,2016,4,22,1fb46c4a72bcf764ac35fc23f394760d
115825,1.0,2,40.7728,-73.9502,2750,3,3,66,2016,4,8,e6472c7237327dd3903b3d6f6a94515a
115827,1.0,4,40.6866,-73.9082,3025,8,7,69,2016,4,6,2a46aafb5509a067ee3d428cfa1180c1
115829,2.0,2,40.7743,-73.9789,5500,5,10,111,2016,4,15,aa9e353a6b43b125cbc89cb751090a9e
115831,1.0,1,40.7397,-73.9808,2200,5,4,59,2016,4,28,d23f9a9e6b9f6003f26017bda6dd1cb2
115832,2.0,2,40.7049,-74.008,5550,6,12,275,2016,4,6,9cbfa7a31ae9dfba70b4383636d99788
115835,1.0,2,40.665,-73.9877,3350,9,7,179,2016,4,10,7210d708363bfc63daeabf576a403046
115838,1.0,2,40.7177,-73.9984,3995,6,4,65,2016,4,29,bb7afc3ff625acae930d9c2b8cc73f04
115839,1.0,1,40.7173,-73.9537,3695,8,3,15,2016,4,16,8a507da1e21e16db582b77c19b2fdea0
115846,1.0,0,40.7681,-73.9592,2150,2,6,97,2016,4,5,72cd64f85617625498465594c074a63a
115847,1.0,1,40.7432,-73.9812,2950,4,4,38,2016,4,23,624c1fbd75e5f99e6a7164cce1b1b8a4
115854,1.0,1,40.7758,-73.9805,3190,5,5,85,2016,4,22,634f618895493a04f7722f113a89947b
115858,1.0,2,40.7696,-73.9527,1950,0,1,2,2016,4,17,fe7076077ae23563520d054a917e3544
115866,2.0,2,40.7292,-73.98,4399,8,2,60,2016,4,12,d1519c4b39d2204af9ea618f46f29546
115867,1.0,2,40.8005,-73.9516,2750,10,8,121,2016,4,18,e6472c7237327dd3903b3d6f6a94515a
115868,2.0,2,40.7087,-74.0058,4695,6,8,207,2016,4,17,c4016ff827044636dec6b863e54a264b
11587,1.0,1,40.7441,-73.9163,1750,4,3,39,2016,6,18,b3480e725ac2206c8c5e28de4c31fc5f
115870,1.0,2,40.7427,-73.9794,2999,5,9,43,2016,4,2,e6472c7237327dd3903b3d6f6a94515a
115871,1.0,1,40.7663,-73.9222,1850,2,5,122,2016,4,11,f048a37843f455bae4106cd82632f1cd
115872,1.0,2,40.7251,-73.9513,2299,4,0,36,2016,4,15,699c325b818541f314b691b76f3238d7
115879,1.0,0,40.7617,-73.9617,2025,1,3,34,2016,4,27,e50d99e3da5ad420b1c2eb06309ad061
11588,1.0,3,40.7643,-73.9877,3800,4,0,74,2016,6,2,0176ff9c2592a72403fca7904a582345
115880,1.0,2,40.7423,-73.9821,2990,9,1,13,2016,4,11,c80aad40b6abd065b4aefee40a2154f6
115881,1.0,3,40.7363,-73.9794,3850,4,2,123,2016,4,5,06ba79af09fa392b303d82c65318e94a
115882,1.0,1,40.7632,-73.9907,2595,4,2,51,2016,4,20,d69d4e111612dd12ef864031c1148543
11589,1.0,1,40.7937,-73.9761,2750,7,6,80,2016,6,10,e0af09eba42a9af0626d15c8d9505043
115890,1.0,1,40.8465,-73.9346,1450,9,6,148,2016,4,14,1a3cf45d9e12115c358b461831eff1c8
115897,1.0,1,40.761,-73.987,2125,4,0,7,2016,4,3,edd073f8dea85637f8b7d589faa7902b
1159,1.0,0,40.6426,-74.0186,1500,0,0,9,2016,6,2,324631e1aacaa41bc4475f879756bbb6
115904,1.0,1,40.7423,-73.9205,2000,11,4,140,2016,4,30,b8f7dc94f85a3c19269a9340661fa795
115907,2.0,2,40.7179,-74.0148,7285,0,9,83,2016,4,10,a5b9c4d7d495b085331f45ac21a34369
115909,1.0,1,40.7094,-73.8301,1595,9,2,42,2016,4,12,fc3eb34da075c0a3835533f61f0851f9
11591,1.0,1,40.8668,-73.9277,1850,3,3,101,2016,6,2,379e9c250a70372e5cb50b3edce15127
115911,2.0,3,40.707300000000004,-74.0046,4800,9,8,81,2016,4,9,3c9fa93880997efea71b7669019a51cd
115914,1.0,1,40.7334,-73.992,3600,4,5,38,2016,4,26,0cb0dc4da84b0d97c6e3ccb369aba83e
115915,1.0,0,40.7322,-73.9854,2395,3,3,3,2016,4,18,e6472c7237327dd3903b3d6f6a94515a
115916,1.0,0,40.7637,-73.9846,2725,3,3,96,2016,4,3,b61b0c33f19a8b273e55a38a0346b636
115918,2.0,4,40.764,-73.9591,5595,0,4,1,2016,4,10,62826f3ae01f2ddc93b9cd28c659ab2b
11592,1.0,2,40.8063,-73.9563,2500,10,7,101,2016,6,22,42931f67f3661ec1b33d6b7e42754d9a
115922,1.0,0,40.686,-73.9565,2200,5,5,160,2016,4,14,63da1f6025a369fa2c4b036130784a84
115923,1.0,1,40.7471,-73.9846,2800,8,5,65,2016,4,22,4be24ad06e3adcde1c5a36a00701cc10
115929,1.0,3,40.708,-74.0149,3675,5,8,83,2016,4,4,d6ca7517247f1327799c0ae1aa84df9d
115933,1.0,1,40.7429,-73.995,3500,4,4,82,2016,4,2,e65c724a97d4c6d8ae9326a08891fc31
115936,2.5,2,40.7385,-73.9836,15995,1,7,93,2016,4,22,6e5c10246156ae5bdcd9b487ca99d96a
115937,2.0,4,40.7413,-73.9779,5995,8,7,72,2016,4,21,77f81a0a8af6db8349587acefd1b533f
115939,1.0,0,40.7423,-73.9977,2300,4,3,54,2016,4,2,0d16d096ef1256ba3fdd6df87f8e98fe
11594,1.0,0,40.7334,-74.0047,3350,4,7,93,2016,6,26,d9039c43983f6e564b1482b273bd7b01
115940,1.0,1,40.7568,-73.9982,3765,0,15,1,2016,4,12,62b685cc0d876c3a1a51d63a0d6a8082
115942,1.0,1,40.7273,-73.984,3095,0,2,10,2016,4,7,3dd74302ee5836c54333d0056dbd02f4
115943,1.0,0,40.7781,-73.9777,1775,0,3,50,2016,4,20,1133f564d46b8a76c96857ad34fb4d16
115946,1.0,1,40.7386,-73.9819,2695,5,3,77,2016,4,15,1067e078446a7897d2da493d2f741316
115947,1.0,1,40.7484,-74.0057,3500,4,5,40,2016,4,5,e4ffffb99383f96c2f3edc3d718439d9
115951,1.0,1,40.7676,-73.9813,5175,5,8,93,2016,4,26,932589de9230b697808216774fa26bd4
115952,1.0,3,40.7378,-73.9877,5695,2,4,121,2016,4,6,5b6ebd3a3670f7904c415b48b52388fe
115956,1.0,1,40.7253,-73.9886,3000,3,4,59,2016,4,6,6edb99e28aa3385eea034d0f73b6952a
115957,1.0,3,40.8433,-73.9392,2500,8,9,96,2016,4,20,2a4e0d2668fde3afa267d312b3a2a9d8
115958,1.0,0,40.761,-74.0002,2695,6,11,85,2016,4,29,212d49682ce1ea3837814f10d346fd71
11596,1.0,0,40.7739,-73.9529,2400,4,7,55,2016,6,7,e6472c7237327dd3903b3d6f6a94515a
115961,1.0,2,40.7494,-73.9875,3100,6,13,111,2016,4,30,b2f322e6ea73856e1ee88bf0d08eb54c
115962,1.0,0,40.7416,-73.9829,2400,4,3,74,2016,4,6,678c7c255c4cf0115d2200d0b6b97804
115974,1.0,1,40.7164,-73.8439,2700,7,4,87,2016,4,12,fc3eb34da075c0a3835533f61f0851f9
115978,1.0,2,40.729,-73.8616,1650,19,0,64,2016,4,12,7d0acda2d68c78f983deb384c7c50477
11598,1.0,3,40.8034,-73.9662,4000,0,3,1,2016,6,29,b7de4cb395920136663132057fa89d84
115982,2.0,2,40.7606,-73.9963,4250,7,7,102,2016,4,12,eb5a6c4c2eb6f3e2a085c477afd5a815
115985,1.0,0,40.7458,-74.0021,2350,2,2,15,2016,4,30,a1e83422f637157e3c14ab88d585b769
115988,2.0,4,40.7104,-73.9876,5300,4,9,230,2016,4,21,0ab238985a49334440f05fe80a5a565c
115989,1.0,1,40.7617,-73.9618,2195,0,2,56,2016,4,30,1ebe73014fc7824322cb8d1c9cf88498
11599,1.0,2,40.707300000000004,-74.0046,3095,8,13,158,2016,6,12,3d46c1ae1988d7ce646081408c421675
115990,1.0,0,40.7505,-73.8955,1500,4,1,75,2016,4,25,e6472c7237327dd3903b3d6f6a94515a
115992,1.0,2,40.7095,-73.8302,1895,7,2,44,2016,4,15,324631e1aacaa41bc4475f879756bbb6
115995,1.0,1,40.7074,-74.0069,3990,7,4,87,2016,4,8,e28372ddd144d86e64a35483f8a02e9b
115996,1.0,2,40.7806,-73.979,4250,7,3,16,2016,4,20,c176932e451705f0e053861c5c9a3df5
115998,1.0,1,40.7128,-74.0059,2520,4,0,55,2016,4,27,3ab7c26842f970df4f7dc555dffc387d
115999,1.0,1,40.7156,-74.0059,5390,7,10,125,2016,4,27,6e5c10246156ae5bdcd9b487ca99d96a
11600,1.0,1,40.74,-74.0038,4100,6,3,97,2016,6,29,3e9f0fa34d67e5d61aae56776ecb8cee
116000,1.0,3,40.8292,-73.9406,3025,8,2,228,2016,4,21,aebdbd87c7ad92ded6fb2a52ce3ae4f5
116001,2.0,2,40.7858,-73.9565,4300,5,1,32,2016,4,12,17fd2aa530e808f512162a1e5b5bbbd2
116002,1.0,0,40.7413,-73.9779,2500,5,11,78,2016,4,17,d0c1aef3d30981fa8092bb0bfb83a0ca
116005,1.0,1,40.7548,-73.9944,3163,5,13,122,2016,4,7,9dabdb9265d1817435c38f5488d90141
116009,1.0,2,40.7074,-74.0081,4000,5,10,180,2016,4,3,5314d4635a5d2d0ce5af039d5982b200
116012,2.0,2,40.7448,-73.9909,6426,8,7,78,2016,4,21,2af5a3cade1bbf97f4c9ddf64a74d75c
116016,1.0,1,40.7091,-74.0182,3400,3,10,32,2016,4,4,501b52559fd21b32808030a0f4fb1a26
116017,1.0,1,40.7803,-73.9503,2300,6,4,36,2016,4,20,bc9a2ff7c931ce7de08f50d429134a16
116018,1.0,2,40.8376,-73.9443,1900,8,8,80,2016,4,14,a44ed7921c20284cbd473e123cc39845
11602,1.0,1,40.7538,-73.974,2795,6,5,112,2016,6,14,c8b10a317b766204f08e613cef4ce7a0
116021,1.0,0,40.774,-73.9492,1875,5,1,53,2016,4,11,8b53ccf4338806ab1be3dd0267711649
116022,1.0,1,40.7954,-73.9333,1300,4,0,79,2016,4,6,d82432ca41910a345ee9591c37280484
116023,1.0,1,40.7621,-73.9773,2595,4,6,80,2016,4,14,ae7c6a59583fd40eac4d3855316f0ac2
116026,1.0,1,40.7784,-73.9533,3500,8,6,139,2016,4,12,6b1ee996b1c87cd54c6cd92acbef9aac
116029,1.0,2,40.7448,-74.0017,4195,4,3,54,2016,4,6,0b8961c9091b10e4ceeafe0f6cd68dc9
116034,1.0,2,40.7868,-73.9504,4100,6,11,86,2016,4,6,19bc99f53efcaf4dd214658b0fbaf1e9
116035,1.0,0,40.7676,-73.9876,1575,6,0,22,2016,4,19,b5b5d584aa9de238d448fab53af43272
11604,1.0,1,40.8963,-73.8969,1650,3,0,78,2016,6,1,1479a0ea12ca3b1e5c64ac0fa7cf6a70
116040,1.0,1,40.7053,-74.0103,3999,6,4,398,2016,4,8,e2a79a8b3c224b890d7fde25c5b41415
116042,1.0,2,40.7805,-73.9487,2800,4,1,61,2016,4,5,13018d720355f7be3325c544876e2c7a
116043,2.0,3,40.707300000000004,-74.0046,4999,7,7,134,2016,4,22,be563466c0c0a5b295db3822c1c5e289
116046,1.0,3,40.7426,-73.979,4795,4,6,124,2016,4,21,2d94da7b0535231e6675cbf52a7e7453
11605,2.0,4,40.714,-74.0085,7900,4,4,95,2016,6,8,92aa3b535f48ec05903a3b7fcdafd411
116050,2.0,4,40.7436,-73.9727,5750,6,10,87,2016,4,26,66ad3cc67d71f41d549eef8b40ed26b9
116052,1.0,2,40.7667,-73.9874,5195,0,7,1,2016,4,9,b7de4cb395920136663132057fa89d84
116053,1.0,3,40.8369,-73.9454,2200,5,6,93,2016,4,22,321ea6056333ae4fc11a6da7df324aa8
116054,1.0,3,40.7231,-74.0044,3900,3,2,74,2016,4,9,c5b0b7c637899c3f76f9da738ef1d125
116056,1.0,1,40.7171,-74.0047,5395,11,7,119,2016,4,23,4414b04ea8115e64639b64b73737036a
116057,2.0,4,40.7369,-73.979,4900,13,13,82,2016,4,21,8365f1154ced533439de202ebada41e2
116061,1.0,2,40.7299,-73.9819,3495,4,10,78,2016,4,26,8f48483ba97f360adf0b6c599143032a
116062,1.0,2,40.7743,-73.9875,2950,7,9,159,2016,4,17,e6472c7237327dd3903b3d6f6a94515a
116063,1.0,0,40.7434,-73.9846,3730,10,7,105,2016,4,9,aed64017aab5211439e8a6998f52f73b
116065,1.0,1,40.7444,-73.9757,3900,4,7,60,2016,4,17,c98786b9944c37c6a7edadc2a7f9bbb9
116067,1.0,1,40.705799999999996,-74.0099,3285,12,19,59,2016,4,23,43fd90ca9d06dd61aa8f985e61f9a0c0
116071,1.5,2,40.6959,-73.9022,3199,7,4,190,2016,4,5,5bfc7540f3ad8037686c2d466ca42327
116073,1.0,1,40.7338,-74.0009,4450,6,3,92,2016,4,14,58e7c4947d0b9e49330756e4f752d837
116075,1.0,1,40.7064,-74.0156,3595,5,9,82,2016,4,2,eee06c5b434356edd21bd651dd5815be
116076,1.0,2,40.7262,-73.9845,4295,5,7,91,2016,4,27,1067e078446a7897d2da493d2f741316
116077,1.0,3,40.7436,-73.9967,5830,4,5,170,2016,4,18,d3b4ad3b4de64390657f4be37935c435
116078,1.0,1,40.7282,-73.9826,2995,5,6,89,2016,4,12,39af186286605963b1d75543e1492c61
116085,1.5,2,40.7756,-73.9835,4895,5,5,72,2016,4,19,f20debdbfedc6391c7fa9cd96c4f255b
116087,1.0,1,40.7265,-73.984,3195,4,8,105,2016,4,21,95dc9b4f3c3ee921254be49230a9c680
116089,1.0,0,40.7705,-73.9501,1750,4,3,49,2016,4,20,8b53ccf4338806ab1be3dd0267711649
116090,3.0,4,40.7169,-74.0149,12455,0,4,43,2016,4,22,5239c98c3c2228c0369842750684054d
116093,1.0,2,40.7601,-73.99,2875,6,0,103,2016,4,30,636e7de4b5bcbfaa484a88a470c7ca4c
116096,1.0,2,40.7591,-73.9922,2900,6,3,9,2016,4,4,edd073f8dea85637f8b7d589faa7902b
116099,1.0,1,40.7878,-73.9763,2900,4,8,85,2016,4,27,3d61dc38744a7f36140c27520060db59
116103,1.0,2,40.7449,-73.9464,3853,6,2,170,2016,4,27,f99975feff7002503400d3f4c8fbc506
116104,1.0,1,40.771,-73.934,2584,9,5,82,2016,4,17,0b8a0fb573c92be71bc4e077aec9a570
116105,1.0,1,40.753,-73.9958,3300,4,5,116,2016,4,21,5bc73e6df7d8c3f210c3d4216a580668
116108,2.0,5,40.7297,-73.9753,8254,8,5,15,2016,4,16,e99ac1cf98b9d5fa206b682b0848d548
116113,1.0,2,40.737,-74.0016,4800,6,2,25,2016,4,22,781c05e464ce94eaa436401d07f2a6cc
116114,1.0,0,40.8198,-73.9578,1650,3,6,91,2016,4,2,0e256ff13bc97e3cf7557f51870bb213
116115,1.0,2,40.8175,-73.9408,1995,5,3,54,2016,4,15,a9171b0aec2df7c31f96da798343d7ea
116116,1.0,1,40.7617,-73.992,2300,5,1,20,2016,4,29,08a6ce64ff416331f2838205f2f23c07
116117,1.0,0,40.7841,-73.9487,2390,0,5,20,2016,4,19,16b8b11edca25cc367c1f337e3e15585
116120,1.0,2,40.7061,-74.0111,6175,4,10,133,2016,4,5,fa0e15022a76c748bbc5e1f420439921
116121,1.0,2,40.7909,-73.9655,5499,6,5,63,2016,4,6,b8ddc9905d78da6443a00434279640ea
116122,2.0,2,40.7796,-73.9528,10250,10,5,4,2016,4,28,f343089e0e4b4e393b8525764fc0961e
116123,1.0,1,40.7773,-73.9469,2700,5,5,99,2016,4,14,eb5a6c4c2eb6f3e2a085c477afd5a815
116127,1.0,1,40.8272,-73.9397,1625,5,2,39,2016,4,17,a9171b0aec2df7c31f96da798343d7ea
116129,2.0,3,40.7424,-73.9999,4950,7,5,34,2016,4,22,5a002b00880a84406292a8dfe54f8c72
11613,1.0,1,40.6192,-74.0334,1550,8,0,9,2016,6,12,a515c29de8a1b732b46e4a5e3955a07e
116130,1.0,0,40.778,-73.9563,2000,6,7,71,2016,4,19,be1a7235af23dd77d0d1029dd5bfa5e9
116133,1.0,2,40.7765,-73.9571,2950,5,1,74,2016,4,23,94db062fa1178ab999bdd777dafec65f
116136,1.0,2,40.8852,-73.8998,1750,4,2,29,2016,4,12,63ba8954e3cb79647d71eb0d56025039
116137,0.0,3,40.7546,-73.9701,12400,5,12,249,2016,4,20,523e34563b51f2fdefbe8a1403a3c307
116139,1.0,3,40.8015,-73.9668,4600,8,4,228,2016,4,8,aebdbd87c7ad92ded6fb2a52ce3ae4f5
116140,1.0,2,40.7486,-73.9903,4250,8,13,176,2016,4,5,2d94da7b0535231e6675cbf52a7e7453
116141,1.0,2,40.7369,-73.979,3300,13,10,136,2016,4,27,8365f1154ced533439de202ebada41e2
116142,1.0,2,40.7594,-73.9712,3675,5,1,23,2016,4,22,b3480e725ac2206c8c5e28de4c31fc5f
116143,1.0,2,40.7902,-73.9678,4550,5,13,175,2016,4,27,e6472c7237327dd3903b3d6f6a94515a
116144,1.0,0,40.7602,-73.9689,2650,4,5,23,2016,4,25,5a9e53e9a2d79230745af3ea227c782c
116145,1.0,1,40.6407,-73.9533,2400,4,2,89,2016,4,12,b9e74dc56199a8e6577aa8bb3550f1e4
116149,1.0,1,40.7375,-73.9808,4500,12,6,79,2016,4,13,2cb58ced5b3f6f18a9a4c0fc9553c227
11615,1.0,2,40.7316,-73.9839,3150,11,10,62,2016,6,26,8365f1154ced533439de202ebada41e2
116150,1.0,1,40.7784,-73.988,2960,6,10,52,2016,4,6,5239c98c3c2228c0369842750684054d
116151,1.0,2,40.7006,-73.975,2899,7,12,70,2016,4,7,6c2a16187e6855c132bb496b875a4ef7
116152,1.0,2,40.7514,-73.9862,4280,8,13,149,2016,4,6,03a4fc35175366d742f77d25dcbc570d
116160,1.0,2,40.7366,-73.9934,3600,4,5,100,2016,4,5,599a1ef33632adba92f168b4b3c12cb8
116163,1.0,1,40.7278,-73.9999,2900,4,1,107,2016,4,12,5ec401e31cfa49bd894f6d6e0dd218ab
116169,1.0,0,40.7364,-73.9809,2095,5,6,94,2016,4,6,5c7ca9f5239f481c0f35f3faaff188bd
116170,1.0,3,40.7513,-73.9721,4400,3,7,94,2016,4,16,66ad3cc67d71f41d549eef8b40ed26b9
116171,2.5,3,40.7825,-73.9805,15000,10,16,222,2016,4,5,ad3d8ddc52c7e0859b5c6c7f7949c3bd
116174,1.0,2,40.7289,-74.0012,2695,6,0,35,2016,4,16,53072af31d51fcdbc29dba6bc28a5011
116175,1.0,1,40.6879,-73.9858,2550,3,1,94,2016,4,20,66ee1dbaeebf768e478c9a86d2e8b4c7
116176,1.0,2,40.7763,-73.9518,3050,0,2,11,2016,4,9,271624e9531a410de9da61e28343d88a
116179,1.0,1,40.6975,-73.972,2500,18,7,230,2016,4,2,9ba3641676cc717a8b65d59dac8545fb
11618,1.0,0,40.7032,-73.9914,3671,10,4,9,2016,6,15,2febad7616742e0bad1ba44f5ac5199f
116180,1.0,2,40.8376,-73.9443,1900,4,8,111,2016,4,14,2dee0868ac01057760055b856e66e942
116182,1.0,1,40.7088,-74.0059,2800,9,10,183,2016,4,8,e6472c7237327dd3903b3d6f6a94515a
116184,1.0,1,40.7444,-73.9754,2600,3,5,89,2016,4,5,d2bce61e0e0079ebdc8c281e415e045b
116185,1.0,1,40.7093,-74.016,3950,12,9,134,2016,4,13,b68f249ae0aeb220626960fa1934c418
116186,1.0,0,40.7654,-73.9816,2400,3,6,115,2016,4,16,c787809d15f031a66e6983f52786802b
116187,1.0,0,40.7399,-74.0036,2550,4,3,156,2016,4,11,c170dc195490b8952858a85fa00e9515
116188,1.0,1,40.7993,-73.9689,2400,4,0,127,2016,4,19,e2dbe72cec121c609f89e4d7ea127995
11619,1.0,1,40.7862,-73.9508,3500,7,4,118,2016,6,24,c58579137aa53b32c55fc9f5622e3776
116191,1.5,3,40.7025,-73.9129,2750,6,4,181,2016,4,30,9a4bd77b11960e218c6d7e8997ebe56e
116192,2.0,3,40.7548,-73.9944,5200,5,18,90,2016,4,14,e6472c7237327dd3903b3d6f6a94515a
116193,1.0,1,40.7771,-73.9445,2850,5,2,20,2016,4,21,23fe9db389d31048a104bd4686879a77
116195,1.0,1,40.7287,-73.9788,2451,7,0,9,2016,4,15,428b15018aa4b3f1300f5294b9e64c23
116196,1.0,2,40.7298,-73.9854,3000,4,7,38,2016,4,28,67e232e16c6614f1a9e543d91db326d7
1162,1.0,2,40.8679,-73.924,1875,8,4,31,2016,6,9,6258f603d2df9463fd6de58f75f20cbb
116200,1.0,0,40.7512,-74.0026,3540,14,4,95,2016,4,26,b209e2c4384a64cc307c26759ee0c651
116203,3.0,4,40.7901,-73.9772,14000,9,10,217,2016,4,19,964dc31a872efa33fee9af11f62e843c
116208,1.0,1,40.7476,-74.0008,3119,5,1,106,2016,4,28,797105d8150bde36ffbea5f29f0e3c36
116212,1.0,1,40.7276,-74.0001,2650,4,2,168,2016,4,14,5ec401e31cfa49bd894f6d6e0dd218ab
116217,1.0,0,40.7502,-73.9794,3000,5,5,33,2016,4,14,e91666d9aa497b05f1aaadc4ac532262
116218,1.0,1,40.6675,-73.9301,1400,3,0,39,2016,4,25,e6472c7237327dd3903b3d6f6a94515a
11622,1.0,0,40.7412,-73.9772,2200,6,10,151,2016,6,16,2a1ee03b449700c3a15dd8c9a505c525
116222,1.0,2,40.7913,-73.9399,2295,9,2,57,2016,4,15,ff02723dde33dde012723b10783ecb30
116223,2.0,2,40.7528,-73.9552,6500,7,4,209,2016,4,29,fb60730bb18106e8591ad8a29a307ba7
116227,2.0,2,40.7364,-73.9776,4870,32,2,9,2016,4,13,8f5a9c893f6d602f4953fcc0b8e6e9b4
116229,1.0,0,40.7318,-73.9875,2850,4,5,66,2016,4,26,c7469ee4e1546cfb4d21c81a8e89c445
116230,2.0,2,40.7528,-74.0032,5955,9,7,172,2016,4,7,5814d3532d88d575b189bde891a91086
116231,1.0,1,40.7721,-73.9861,3100,6,3,169,2016,4,13,0a6a21926fc12087cf67f42c6877f317
116234,1.0,0,40.7817,-73.9497,2000,5,11,154,2016,4,15,30a7951cfc21240e8c46b2d079d292e5
116238,1.5,1,40.7824,-73.9805,6395,7,9,122,2016,4,6,a5b9c4d7d495b085331f45ac21a34369
116240,1.0,0,40.7272,-73.9916,3596,7,12,137,2016,4,2,5599e962719af3ccc2976855c2d5893c
116241,1.0,0,40.7894,-73.9764,2350,4,3,60,2016,4,14,32570ef6df3cd4cbb991bfab97ede7b6
116242,1.0,2,40.803,-73.9664,2850,16,0,10,2016,4,17,ca8616b5b99dca1d7a713412ae9e3c32
116245,1.0,1,40.7323,-74.0023,2700,4,0,89,2016,4,29,8a507da1e21e16db582b77c19b2fdea0
116247,2.0,3,40.7372,-73.9981,6495,4,3,110,2016,4,13,38d72c692c25ba828c02963a9b17fc72
116248,1.0,0,40.7522,-73.9702,2680,4,9,51,2016,4,19,8262449f40e9117f7a9ea49b4a333993
11625,1.0,1,40.7426,-73.9808,3000,5,8,139,2016,6,2,2a1ee03b449700c3a15dd8c9a505c525
116251,2.0,2,40.716,-74.0148,7100,10,16,63,2016,4,27,501b52559fd21b32808030a0f4fb1a26
116252,2.0,4,40.7489,-73.9732,6350,7,12,173,2016,4,9,a7b1843113e8780eb0f881ab1596a9a8
116254,1.0,2,40.7618,-73.9598,2995,4,6,75,2016,4,15,e1c98bf7f1a044ec4df76abee5f0f5e6
116257,2.0,3,40.8014,-73.9663,3700,8,9,227,2016,4,26,792c0f1ad1431397c65db3e69b770928
116259,1.0,0,40.7689,-73.9547,1950,4,3,34,2016,4,22,17746fc88a31d4c65d9d0c5bdf8078fc
116261,2.0,1,40.7579,-73.9653,5795,4,4,69,2016,4,21,36665067f02a1eefb569f8ef049f32fc
116262,1.0,1,40.714,-73.9858,1950,5,0,89,2016,4,28,e42523463a952c89e7de1d6b90833c05
116264,1.0,2,40.6742,-73.9759,2850,4,3,49,2016,4,9,ddea7b6115ca790df097611ad53d2602
116266,3.0,3,40.6858,-73.9256,3800,12,8,201,2016,4,19,23a01ea7717b38875f5b070282d1b9d2
116267,1.0,2,40.7256,-73.9476,3100,7,3,217,2016,4,7,a6982ed8d8f873bbafc3fd75d2921679
116268,1.0,1,40.7546,-73.9938,1995,2,3,109,2016,4,7,e14bfc562bffecc52f916511ba91d0d0
116269,1.0,0,40.69,-73.9919,2710,8,12,123,2016,4,21,a774c1c42e7b84a7da99a7ac198226e2
